vote_id,vote_average,vote_count
121642,6.4,30
25781,6.8,45
202436,0,0
31035,2,2
80662,5.9,7
251367,7,1
107311,5.8,11
27294,7.6,9
239747,4.9,33
36618,6.7,3
94639,7.3,5440
40466,6.5,8
252622,4.4,9
109445,6.8,7
31297,4.4,7
18547,7.8,4
64534,0,0
77403,6.3,147
162494,3.3,8
162850,5.4,11
200713,5.1,6
75564,4,19
137174,2.8,6
42732,7.2,13
60366,7.9,13
140750,6.9,95
31332,8.5,9
110919,6.2,13
201749,7.4,25
37445,7.2,845
187628,7.1,14
51859,7.9,6768
86829,6.4,898
39378,5.7,13
106646,7.3,4
204082,4.5,6
30877,8,2
2072,6,2
4839,0,0
134372,5.8,4
46793,8,1
222487,6.3,4
43254,6.5,225
186399,6.9,497
155096,5.5,23
192136,7.2,36
152737,7.3,20
21930,5.2,17
16692,6.9,6
16693,5.4,14
57210,6.4,6
180048,5,5
209282,5.2,26
215739,5.2,251
218440,7.4,107
136850,5.7,46
134366,4.4,81
75629,6,71
58043,5.3,36
214597,5.1,7
158916,7.1,65
174311,8.8,6
41831,6.8,15
212063,6.3,12
158994,6.3,7
44038,4.4,48
89883,6.8,2868
22899,7,3213
16985,7.9,4215
168672,6.6,17
116745,7.2,13
152601,5.8,16
18510,7.7,3
18511,6,3
39260,7.4,5
163392,0,0
90563,4.9,6
35637,6.3,360
264113,7,2
86817,6.5,27
184314,0,0
48880,5.5,8
107916,0,0
309410,5,1
54236,5.8,9
195516,7.1,33
59833,6.7,11
54283,5,31
177203,0,0
159142,5,3
172897,5.9,250
180998,5.4,14
45697,0,0
215830,8,6
25028,5.7,20
264061,4.9,13
224659,6.7,5
57047,7.3,4
55547,5,5
121636,7.2,31
238478,5.5,8
26131,7,87
178290,5.3,3
40448,7.1,7
176297,4.1,14
223389,6.5,2
43967,7.4,1549
14569,5.7,9
64632,6.2,5
193756,5.4,18
47257,7.5,11
28769,6.5,55
146712,5.6,30
18624,6,3
197033,7.5,2
115023,5,1
119288,5.9,26
132141,2,1
87392,4.7,47
121573,6.9,50
5546,6.2,5
70338,7.7,68
214083,5.3,10
47794,5.2,5
210024,7.3,1256
29600,0,0
18231,5.1,8
140823,5.5,4
236661,4,4
107978,0,0
99880,5.3,3
89995,6.6,11
85494,6.7,11
18977,7,12
40897,7.8,4
54265,3.7,3
69717,5.8,5
49152,5,1
8985,6.4,12
18619,6.3,10
186279,5,1
40955,7.1,32
54272,5.8,4
176389,4.2,19
167502,4.6,37
57830,6.2,80
183258,0,0
241765,5.3,52
157351,7.3,6
15216,7,1
49852,4.5,2
220674,5.3,25
164123,0,0
92675,6.8,10
40059,4.8,4
110548,10,1
38792,6.7,17
256750,4.6,8
132812,5.9,11
45130,6.5,9
29130,6.3,8
29565,0,0
54274,3,2
54273,2.9,6
234652,6.2,21
213842,6.8,8
19604,7,2
127913,6.3,3
29128,5.9,5
67750,6.5,2
77161,4.1,20
75300,4.8,14
160706,6.9,20
116853,6.9,15
228331,5.9,16
20986,6,256
23452,5.9,632
140447,6.6,4
18269,6,3
87516,4,9
59993,7.3,92
114903,6.4,18
29129,5.7,7
25866,5.6,7
209232,7.7,10
54275,6,940
21410,8,3
54276,5.5,20
109443,6.9,24
84192,6.3,19
170039,6.6,12
173301,6.8,35
187541,6.5,5
172499,6.2,16
213015,6.7,65
230170,6.7,20
82362,6,2
42892,0,0
210041,6.5,4
174325,6.7,7
45241,6.7,2910
58799,7.9,21
70490,6.9,17
110415,7.5,35
37129,4.9,23
20894,5,1
20878,4.5,4
69278,5.8,60
121691,3,1
58899,5.9,211
40342,6.1,10
139718,5.9,65
166271,5.7,7
42213,0,0
158990,0,0
27190,7.4,14
430985,5.9,94
154226,3,2
37168,5.6,16
180894,7,77
144231,5.8,4
21138,6.7,6
11367,5,6
39055,5.5,9
245226,6,17
142487,6,3
95383,7.5,2
67737,4.1,142
194188,5.6,16
54861,4.9,35
86331,6.3,20
103742,5.7,43
83869,3.8,28
74626,3.3,14
11039,7.6,25
62989,5.5,139
78362,6.9,44
43766,8.3,2
82679,6.4,56
91551,7.1,621
85469,0,0
79113,0,0
233063,4.5,2
289336,5,1
222413,6,3
69353,6,1
189803,10,1
118778,4,5
420743,5.5,3
388182,6.4,7
5995,5.5,3
246314,6.1,11
203060,6.2,11
130233,4.9,8
130694,6.2,9
117467,5.3,10
52477,6.1,8
210842,6,2
176085,0,0
174358,6.3,29
228407,7.2,365
398452,5.8,44
229974,4.8,4
169881,6.4,20
27584,7.5,11
174928,3.3,3
37420,6.5,4
199782,0,0
28323,4.9,14
328069,4,1
253988,6.6,94
214139,4.7,10
25583,6.6,21
186929,6.1,23
224950,6.3,23
58515,6.8,9
46445,0,0
14499,10,1
54277,0,0
149725,5.5,4
163795,8.3,3
128151,6.1,27
127866,5,68
100812,5.5,19
225747,4.3,109
185267,5.5,2
28981,3.7,6
119278,7,1
8213,5.6,8
25707,4.8,5
328631,3.3,6
211233,7,20
84283,6,437
69406,7.3,68
171910,6.2,53
64807,10,1
229296,10,1
17478,6.4,15
230864,6.5,27
72123,6.3,4
171698,6.9,4
13194,0,0
35076,6.3,5
30077,5.8,84
259311,5.6,5
252385,7.1,35
209504,5.6,101
53500,3.9,13
240629,6.2,7
195269,7,1
35718,5.5,106
58061,4.6,31
265111,4.2,12
115283,4.8,6
159024,6,5
84152,5.2,455
66469,7.2,585
44432,0,0
227348,9,1
152603,6,2
101740,3.6,7
170309,7.1,12
32616,5.5,15
36671,7.5,12
81462,0,0
13632,6.2,3
76127,5,1
267219,5,17
183654,3,2
257618,6,1
31013,6,3
41932,4.8,5
54229,4.4,5
83678,6.3,2
15826,7.5,52
40593,4.2,10
37488,7.7,3
42329,7.3,226
72091,6,20
158232,6.9,7
191714,5,2
114718,4.1,6
48734,5.7,3
143777,6.2,19
124409,5,3
53061,7,2
14432,7,43
199177,5.5,2
107445,5.9,15
124623,6.4,270
39516,5.5,6
40034,5.9,17
245775,2.6,5
53389,4.6,4
8434,6,2
206183,6.2,66
122796,6.2,11
317246,6.5,370
111473,6,9
204810,6,127
126963,3.4,15
136735,5.2,51
153158,0,0
56965,0,0
243531,5.7,3
290075,0,0
292062,0,0
95410,6,1
54773,7.6,119
120497,6.7,277
95504,2.7,37
177945,0,0
127560,5.3,180
83896,5.4,28
277809,5.5,192
118289,6.2,79
109391,4.8,2
159128,4.3,3
39102,5,1
79690,4.7,8
150249,6.4,5
94747,0,0
89581,6.7,9
90966,5.1,8
170399,6.6,231
24671,6.9,20
96944,0,0
190880,4.2,5
173467,8.5,2
193638,5.4,11
4949,7.3,23
110992,7.3,23
27093,6.3,16
225235,5.4,7
245170,7,1
16076,5.1,5
33114,5.7,3
63206,7.5,2
71847,6.4,228
152206,5.3,91
173480,5.9,14
206408,7,35
176068,1.7,3
168806,7.5,15
39148,5.9,7
73554,6,1
38189,5.5,58
145059,6.5,2
63954,2.6,8
113594,5,1
60140,5.4,13
75507,5.5,10
303296,7,2
110391,5,1
75404,4,13
173340,7.3,31
256122,3.4,27
121498,7.2,6
159002,0,0
140174,5.6,13
211024,6.1,867
164278,3.3,2
126749,6,12
168530,5.8,3
84971,5.9,1194
81867,6.9,4784
20305,7.1,204
137094,8,3
157350,3.3,8
6418,5.6,236
31334,7.6,10
15494,5.1,18
240916,6,78
54642,5.5,5
91052,8.3,11
221667,3.8,4
51259,7.8,56
182972,5,214
95943,6.4,9
159037,4.9,7
102207,4.4,218
52395,6.6,62
91817,6.9,9
79316,7,3
242661,4.4,16
163875,5.3,7
81600,6.6,5
19551,7.3,3
31769,6.3,3
91380,0,0
2442,4.9,11
29403,4.9,80
101352,4.7,15
55922,6.4,50
84178,7,4
41374,6,42
59145,6,3
149206,5.1,5
10958,7.5,2
118011,7.7,3
26657,5.7,92
135855,5.9,4
88293,6.7,15
159932,6.7,20
28062,6.9,21
21072,4.9,5
37351,0,0
33998,9,1
39311,6.4,6
161315,5.4,87
249072,4.8,3
61663,6,2
56906,5.7,3
31780,6.5,4
164353,6.3,3
255576,5.6,18
297560,6.3,8
266549,5.8,6
134096,10,1
138977,2.7,9
109259,5.1,31
89445,5.2,55
75020,6.4,36
156965,5.5,38
71622,7.3,3
11188,7,3
177047,4.9,1
331958,5,3
288526,6.3,13
53063,7,2
72872,7,1
174344,6.5,4
25003,5.1,12
60976,5.8,2
52150,7,234
78308,5,6
114638,4.5,41
217993,7.1,7
34131,5.2,9
174671,6.8,43
157384,7.1,80
136727,6.3,12
56647,6.1,33
185008,0,0
199423,6.1,5
24475,6.6,10
215991,7.1,6
21073,6.5,9
11765,6,2
104710,5.9,22
92834,5,1
126783,5.5,10
92647,7.6,148
173465,0,0
19199,3.4,6
126319,5.6,9
111421,6.4,14
57680,5,3
72465,8.5,22
69746,4.2,35
114888,6.3,25
104086,6.3,17
222911,8,2
250769,4.6,26
184846,5.4,18
84690,3,1
65374,4.4,8
36075,6.3,4
117773,7.7,3
78239,4.4,13
76268,5.7,93
100409,5.7,61
7269,0,0
207769,6.1,4
137968,0,0
358076,6.2,332
12758,7.3,3
104067,6.7,3
173185,7.5,1
81657,7.1,17
42262,6.5,9
42456,2.5,2
180383,8,1
29007,5,2
22264,3.6,5
96482,0,0
218689,5.1,701
107430,6.6,5
95093,5.9,19
100241,5.3,4
378240,3.5,2
72013,6,1
44969,7.8,88
44693,6,2
143973,7,2
54102,5.9,99
208529,5.9,8
253077,4.4,16
157099,6.7,1326
37947,4.5,13
48397,0,0
181886,7.5,4
72767,6,3
127687,6.5,2
107203,6.5,124
112575,7.2,9
216369,5,1
171540,5,3
164328,6.7,10
37564,8,3
54312,0,0
27960,6.4,96
33031,6.7,306
30123,6.9,193
186992,6.2,10
130150,6.9,59
184352,7.2,133
136437,6.3,106
100898,0,0
15359,6.5,2
236399,4.1,12
128006,4,1
33280,5,1
17940,4.1,190
2180,4.8,5
100063,7,1
21435,0,0
90728,5.2,5
86221,0,0
36299,6.7,234
59744,0,0
281556,6,1
157841,6.1,5
271009,5.3,24
295841,4.2,23
45266,5.3,4
11927,6.5,44
19400,5,4
40352,5,22
59118,6.9,26
46136,6.5,13
242033,6.7,12
47831,5,7
44516,6.1,212
79919,3.8,22
118761,5,1
177888,0,0
66892,6,8
234155,6.1,9
170234,4.3,11
54278,6.2,56
54279,5.6,59
26947,5,33
160068,0,0
60025,3,2
14028,6.5,4
137748,5.8,1545
104211,5.9,16
144121,7.5,3127
152760,5,4
150093,4.3,3
137106,5.5,4
32996,5.1,18
106573,5.7,2385
136582,4.8,4
97794,6.1,221
97020,3.5,2
58427,4.4,12
209247,5.3,3
99608,5.3,6
91101,6.6,820
83665,8,257
61501,6.7,6
249397,5,1
83564,6,6
118513,4.4,5
133018,5.1,10
133021,7,51
45930,5.8,5
137566,8,1
2594,6.4,28
253445,7,7
343435,5.6,8
24685,4.7,7
49729,3.5,7
75090,4.7,10
43191,5.6,190
42325,5.9,5
87293,6.2,3
219318,6.5,4
172890,7,6
87358,5.5,162
106828,4.3,10
239155,5.4,12
74461,5.9,19
20756,6.8,18
16032,5.7,9
4883,6,1
27952,7.1,7
52147,7.2,20
190341,6,2
174688,5.5,560
103717,6.5,20
205384,6.5,2
144336,7.1,65
120143,6.3,18
258126,7.5,4
41109,5.7,14
25519,7.6,5
47100,0,0
141614,6.5,9
17794,4.4,8
422906,6.6,6
45115,7.3,13
33801,6.5,10
56441,6.2,356
146490,5,110
140873,7.2,192
141043,3.8,8
246320,5.6,5
197082,6.6,14
84362,6,3
232898,6.2,141
67793,5.9,78
122435,6.5,9
143049,5.9,383
99367,6.7,555
37585,6,501
157834,4.8,29
226857,5.6,32
137321,5.5,35
192345,6.1,6
210913,6.8,3
83727,0,0
71203,5.3,19
43042,5.7,3
206822,1.9,6
40435,4.5,2
172120,0,0
232731,6.2,3
117426,6.6,5
158517,0,0
31445,5.4,204
81699,6.5,346
370353,5.3,2
146375,4.3,6
157847,7.5,2
31295,7.3,2
12124,5.5,2
32547,5.6,27
219931,4.9,20
162987,7.3,8
33563,6,1
39341,3.8,3
114575,3.6,8
102597,6.9,31
43700,6,8
20493,0,0
133441,0,0
103732,6.2,13
237692,5.5,90
418029,5.3,106
71055,6.4,45
210047,5.6,75
17684,5.9,11
30127,7.3,35
249923,5.3,11
60160,0,0
98162,6,33
142573,5.3,3
83401,5.5,24
13470,0,0
79869,0,0
14872,0,0
355515,6.7,24
359195,6.7,12
218277,8,52
212721,5.7,45
103875,7,8
22504,8.3,6
182246,6,217
92850,8,4644
41639,6,137
222899,6.4,34
120467,5.2,5
201086,5.5,5
201550,5.9,5
84319,6.4,74
102862,7.9,8
141635,6.1,56
255756,4.2,24
256106,6,108
233470,6,1
253046,6.2,96
21474,6.7,67
142984,6.9,72
13934,6.2,3
13061,3.7,16
24589,5.5,2
83573,7.8,8
41445,7,1
125680,6.3,4
33817,5.9,13
137646,8.5,4
48707,7.1,59
4494,7,43
86814,7.1,27
187028,0,0
252841,5.6,362
77458,6.5,35
266333,5.4,55
248507,6.1,194
127847,5.9,178
204765,5,1
183836,0,0
220286,0,0
294709,0,0
295355,6.1,1020
329740,7.4,34
172913,8.1,11187
225565,5.6,17
158908,6.4,6
157336,5.3,22
159937,3.8,94
179146,0,0
24417,5.7,3
160070,6.7,3
220724,6.9,7
67657,7.6,17
145926,8,2
77133,6,2
254065,6.5,3
191515,6.2,7
153652,6,31
21580,6,1
32930,6,896
19325,0,0
133715,6,2
192102,4.9,135
263937,6.8,2302
111481,5.2,40
205724,5.8,8
225574,6.1,10
158914,6.3,24
21379,9.3,4
18224,3.4,7
85444,4,2
95243,5.6,88
24756,5,1
70798,8.3,4
159095,0,0
117375,0,0
156284,5.9,47
86381,6.1,96
254464,7.5,358
199818,6.9,11
158907,6.9,11
198375,6.9,7
159152,0,0
83214,4,1
48263,0,0
100632,4.8,23
156415,5.5,17
266373,4.8,14
22259,7.3,3
52817,6.4,4
79073,8,1
10574,6.1,2438
90517,5.6,49
201414,6,2
53182,5,3
87587,6.3,7
108668,5.6,14
88583,7.1,102
51581,6,3
23527,5.5,3
202141,0,0
55398,4.8,3
121074,5.9,26
121695,4,11
41552,7.3,15
49001,5,140
257155,5.2,134
87017,5.6,5
204349,6.5,32
242076,6.5,69
47459,6.2,26
168245,0,0
47626,6.1,23
19492,6.7,190
149862,6.3,156
37316,3.7,3
248774,4.7,3
175291,0,0
255577,7,166
121015,4.3,6
121113,5.6,16
196024,6.2,7
80837,0,0
191566,7.8,66
222671,5.9,98
37646,6.5,23
128246,5.7,90
21788,3.8,4
241968,4.1,4
256731,4.9,20
45384,7.3,8
43135,7.3,12
20626,6.7,69
167983,4.6,7
79893,7.2,15
73624,0,0
79194,6.8,35
200145,7.3,2
184578,7.1,10
56743,2.6,7
148044,4.6,12
120509,5.8,5
3162,8,1
24775,6.7,861
20695,6,1118
74579,6.1,1560
82703,6.3,210
97370,6.6,6
136797,6.7,16
242042,6.5,482
38049,6.9,17
118769,0,0
177494,7,1
40346,5.5,3
45514,7.6,12
109404,8.4,12
68827,4.7,5
182827,6.3,22
64047,6.4,335
74343,5.9,83
8064,5.8,4
209403,4.5,2
235260,6.5,2
94331,0,0
24202,5.5,1
238972,0,0
116894,6.6,19
145995,7.3,3
159464,0,0
68713,7.5,2
144728,6.4,11
144724,6.3,11
47771,5.2,43
96920,6.6,112
115821,6.1,39
58767,6.5,69
83201,7.7,117
62156,5.6,34
228202,6.9,27
203217,7.6,30
54597,5.6,74
184323,7,73
39853,6.8,220
209355,4.8,4
134350,1.5,2
236737,5.9,5
118915,0,0
116760,6.1,24
39293,6.8,14
101242,5.9,24
157690,6,63
55825,6.1,5
72962,7.5,1
186971,6.5,2
199740,6.5,9
214250,6.6,4
86133,7.3,4
46460,6.4,9
31950,7.3,2
249726,7.5,4
164184,6.4,7
160162,6.4,365
4111,0,0
85620,6.4,18
192577,6.7,14
394403,5.8,9
26286,5.8,9
45007,0,0
22592,7.1,21
31214,5.3,5
109891,5,120
225541,6,1
80992,5.5,4
248390,5.9,40
71996,3,1
39211,5.1,17
16167,5,7
62709,7.6,5881
47194,5.4,34
42552,6,11
100402,6.5,14
168399,7.1,324
114172,3,1
180420,7.2,25
209276,6.5,14
195022,6.5,3
128113,5.5,2408
119685,5.5,322
226247,5.8,68
86834,6.9,144
227783,6.3,16
257346,6.8,12
204668,6.5,3
214418,0,0
203715,5.1,9
256628,8.3,2
151043,6.2,16
19501,6.7,88
110381,5.8,15
38080,6.6,16
56415,6.1,15
215031,6,5
191104,5,16
42216,5,3
27196,7.2,21
29290,8,1
4112,6.3,12
173455,6.5,4
233841,6,1
102855,3.7,58
63143,0,0
373745,6.3,6
12685,5.7,14
112731,5.3,10
42551,7.7,3
1732,5.1,16
49396,5.4,10
142159,7.2,10
5494,3.2,56
70993,5,8
99119,4.5,2
17456,0,0
103971,5.5,2
68123,5,1
233917,0,0
65674,0,0
95752,8.5,2
232862,7.2,73
204113,5.6,17
94664,5.5,10
253239,6.9,34
31329,0,0
125395,6.2,355
53168,0,0
168767,4.4,542
155084,6.2,318
97733,6.5,3
188207,6,7
145220,4.9,11
36861,4.9,19
111250,4,2
14408,6.9,7
42802,5.8,213
117905,7.2,24
40172,6,1
192134,6.5,51
186997,6.2,47
218931,6.5,52
89237,7,1
119360,5,2
215743,6,175
391069,5.1,103
64527,7.1,60
190955,4.9,34
208277,5.5,2
256561,7,15
9753,5,1
229613,3,2
51486,6.2,13
199463,5.2,5
213386,5.6,238
38655,6.5,45
34079,7.3,33
252607,6.1,65
110112,0,0
209799,4,1
138222,5.4,14
60438,5.9,336
224040,9,1
146955,8,2
174675,6.4,5
94344,0,0
65170,5.2,116
29854,4.3,20
246007,5.4,64
256474,5.6,6
80973,6,11
170689,7.1,6
34459,4,2
183433,7,59
180960,8.1,4
56533,5.8,9
38626,5.1,253
96769,6.5,309
95177,7.4,16
193612,5.7,9
200505,4.3,27
52762,6.9,62
178603,5,5
94887,4,22
191294,7.3,4
69492,5.3,6
131916,6.8,12
211078,5.5,2
40715,7.6,832
70417,7.2,58
264482,4.9,38
180299,5.4,12
158091,6.3,11
171776,7.4,11
40740,4.8,4
64349,6.8,3
48591,3.6,8
46667,5,3
90590,5.4,7
77528,5.9,7
44369,0,0
39214,6.3,5
35057,0,0
67633,6.8,8
25706,3.8,5
148778,6.5,4274
104250,7.9,10
88237,5.9,16
102382,6.7,6
42733,10,1
127495,0,0
26831,6.8,299
197611,5.3,4
42711,5.9,11
251519,7.5,4
74241,4,3
47628,7.1,334
130745,5.5,3
185602,6.3,1079
157832,5.5,2
127540,6,7
157547,0,0
24006,4,6
45588,5.9,242
94248,4.4,13
71990,0,1
249660,6.3,265
35074,5.5,7
156320,5,1
244509,5.5,1
62661,4.9,8
98136,7.7,3
268875,0,0
50767,5.1,24
161297,5.8,669
211603,6.1,4
30844,4.8,6
197796,6,182
61492,6,1
73215,6.2,16
179538,4.3,2
172340,6.3,3
25388,6.3,997
47956,7.3,66
127702,7.5,1
172385,5.3,8
262481,7.1,275
202183,7.2,72
196027,4.9,6
226448,6.3,2
214314,7,1
32005,5.9,219
60908,5.9,2339
119926,7.5,2
214030,2,3
157353,5.6,83
153641,5.5,60
77333,6.1,234
167575,3,1
59726,0,1
236751,6,1
42697,6,25
166621,6.5,27
84465,6.2,1467
219553,5.4,352
25951,0,0
193610,6,450
184345,0,0
242203,5,1
12242,9,4
113743,7,3
258369,6.4,50
29721,7.4,6
93122,6.1,8
209350,6.5,2
19063,5.8,603
139799,4.9,4
215656,6.1,19
203739,4.4,7
127016,4,1
199341,4.6,7
123961,5.7,628
95556,5.7,205
221737,0,0
254473,6.3,3
152792,8,2
112083,0,0
89547,0,0
43857,6.3,12
80918,6.2,11
130398,4,3
54752,6.4,50
85564,6.8,31
95555,6.7,351
89584,6.9,780
168742,3.8,2
145247,4,7
210479,6.6,6
159403,5.4,16
46943,5.1,292
252143,3.8,4
126442,5.2,5
242310,0,0
38585,0,0
43901,6.4,4
180624,7.5,2
44323,0,0
211059,5.2,1294
300940,6.4,179
293444,5.4,55
76649,5.7,22
44269,4,15
225564,4.1,34
137217,5,1
226269,5,1
192813,2.5,4
69054,5.6,5
22701,6,1
141643,3.5,12
137475,4.6,8
119593,4.6,29
51848,0,1
236417,5,1
197919,6.6,7
120837,6,2
245909,6.3,6
44721,5.8,4
61642,6.2,2773
42472,5.9,13
71721,6.1,36
195589,4.9,4
33091,5.8,6
46845,5,1
49588,7.2,12
54919,3.9,14
195841,5.4,16
53223,4.2,10
177552,4,21
227425,3.5,9
258096,4,1
216541,0,0
112287,0,0
201360,3.8,17
258476,8.1,172
272525,4.5,2
49158,2,12
191720,5.4,108
110958,5,1
259879,7.2,230
174316,6.2,256
52531,6.7,3
205601,7,61
152599,6,10
39785,5.2,187
19703,6,1
30648,6.4,15
262338,7,42
53144,6.6,28
38980,4.7,5
82529,5.2,79
94478,6.2,32
26166,7.6,8
139519,5.8,3
186935,5.1,35
56967,5.9,20
48949,4.5,2
16931,5.1,17
36465,5.5,122
38281,5.8,20
44263,6.5,3
252680,8.2,5
105945,7.7,3
128237,6.7,9
197562,5,1
10244,5.6,7
55589,5.7,3
195522,6.3,6048
54281,7.5,6155
199715,6.1,3232
240832,4.8,4
127585,6.5,8
124905,5.1,90
179818,5.8,561
90617,7.7,25
74505,9.2,5
187596,6.9,464
222724,6.4,356
223971,6.3,65
188166,7.2,3
192132,8,4
212231,6.4,4
42092,6.9,11
41781,5,4
215407,6,7
4269,7.4,20
54280,5.8,45
54284,6.9,10
263111,7.2,1203
59981,5.5,4
249724,3.9,10
212778,6.2,14
94752,0,0
37848,6,11
209091,4.7,5
256922,7.5,4
41847,6.1,64
1840,2.6,7
49634,6,1
267795,6,5
69780,6.8,51
91456,5.4,5
89670,7.4,5
120852,6,1
54306,3.9,11
40721,6.1,7
96912,6.3,33
205225,6,1
54307,7.9,320
253251,6.3,6
179085,0,0
113833,5.3,3
91471,0,0
113154,0,0
238006,6.4,210
391166,5.6,22
182848,4.9,7
210947,3.8,4
158936,4.2,14
138544,7,1
158864,3.8,5
214990,6.1,5
174162,2.5,1
95551,6.5,43
121890,6.3,34
55335,6.6,22
260202,5,5
260339,5,1
171795,6.4,8
49514,0,0
272543,6.6,1028
213270,7.3,1285
173151,5.9,21
232672,6.3,9
198277,3.5,11
253270,5.4,80
276122,3.3,2
56171,0,0
166822,4,3
75950,5,21
462788,7.3,12
17156,6.2,15
204784,0,0
169864,5.8,6
169853,5.9,10
147726,5.5,4
65603,7,4607
33543,5.5,265
47901,4.8,213
102651,7,2
192149,5.3,12
254474,2.1,9
148021,5.9,53
5421,5,2
268823,6,2
194722,7.8,3
58832,5.8,6
183336,5.4,30
92269,5,1
77925,0,0
5157,6,2
118283,4.5,7
176670,5.5,4
46615,5.5,3
190950,6.4,42
32929,7.3,46
133827,5.7,139
258893,6.5,1
137698,5.8,1494
209249,5.6,9
99312,5.9,8
188161,5.8,4
109133,8.8,4
42200,6.9,11
31185,7.6,4979
252147,6.6,16
51069,6.9,1114
137113,4.7,3
228339,5,3
262391,5.8,9
185949,7,190
173192,7.1,3274
60643,6,93
203819,3.8,4
177677,4,4
106938,4.4,6
20880,6.6,264
64923,5,3
75130,6,144
198185,6.1,10
255497,5,1
174323,5.1,25
39567,7.1,26
281908,6.9,23
173908,5.3,63
159012,6.5,2
248376,6.1,26
192133,5.8,2
62876,5.7,77
54544,8,1
181753,6.8,2
255268,5.5,2
256118,6.9,40
91245,5.2,3
79778,4.3,208
207021,4.8,46
120653,0,0
82657,6.1,8
185471,6,1
42886,5,1
245175,7,1
46941,7.6,5
160008,0,0
267752,8,1
136786,7.1,17
234154,0,0
175339,5.4,7
220494,7,53
163376,5.3,30
92349,6,1
248212,4.3,4
248688,7.6,3868
217948,6.7,109
4926,5.5,17
222935,5.3,57
209185,5.8,16
40458,5.3,17
174682,6,2
175541,5.2,17
220820,6.6,128
105875,5.9,21
79906,3.9,5
140870,4,1
94671,0,0
40485,4.4,22
93057,7.1,383
106042,6,1
128841,6.2,7
82881,6.2,12
202238,6.5,2
61221,0,0
44631,5.5,2
43808,4.8,6
104556,7,20
131366,5,1
50379,7.2,70
210428,5.8,398
41943,6.5,12
100271,5.8,42
157851,6,9
1731,5.1,6
15942,4.5,6
78463,8,4
68247,5.3,51
41415,6.6,156
250651,5.8,298
201066,6.5,202
218425,0,0
93837,0,0
227700,5.4,9
83406,5,1
208182,3.8,20
228028,7,3375
126676,7.4,201
114574,7.1,2997
187017,5.3,16
244088,7.6,3163
156022,5.5,11
84201,7.7,3
82702,5,1
228915,7.4,4657
102272,5.6,9
38195,4.5,2
194662,4.3,93
48573,0,0
50028,6.1,5
112160,4.4,5
275573,4.5,6
38962,5.3,2
226630,6.7,3
254126,7.3,3
240594,5.6,103
78355,4.7,10
84796,6.8,12
87368,6,1
209780,6,1
177703,6,42
250605,7,2
213342,7.5,2
159770,5.5,2
119575,6.7,4
172475,5.8,8
86283,5.3,3
28497,5.8,3
21974,5.1,6
146521,8.5,2
91722,6.5,10
28006,5.8,5
164379,5.1,101
51976,7,14
140456,5,5
146243,5.8,25
250577,6.9,49
159701,7.5,2008
26480,5.8,69
259943,5.7,3
85350,5.2,26
253279,10,1
256593,6.3,229
133558,0,0
86297,5,29
184098,6.8,257
43868,4.8,20
31880,3.4,12
209451,5.7,3
77444,6.5,2
27460,6.1,10
58733,7.8,180
139575,6.8,5
44769,5,2
250658,5,1
159137,6.7,3
90829,3,1
140783,6.1,4
262390,5,7
110823,5.5,4
151431,5.8,3136
84364,6.9,39
140825,5,1
91314,4.1,20
215042,6.3,16
242102,6.3,6
74629,6,3
86549,8.5,2
50761,7.8,112
72473,6.1,35
259975,8.7,6
169607,5.5,103
204968,5.3,4
66762,4.5,4
206192,6.8,667
21798,7,2
89187,4.4,24
171372,0,0
133411,6.9,18
13167,5.9,145
295958,4.5,2
176403,5.3,19
70706,5.6,9
43741,0,0
64976,5.3,173
80653,0,0
288162,6.3,20
180296,0,0
248888,5.8,286
186988,5,1
212899,5.9,4
218836,0,0
100088,8.4,5
127091,6,2
88061,7.7,34
174319,5.9,7
120673,2.8,12
50032,4.7,34
79255,6,4
72951,6.6,8
262340,7,20
118887,7.3,6
43387,5,508
278878,7.2,10
174352,5.3,15
226486,6.5,2
15419,0,0
139406,7.2,62
219823,6.5,1890
264723,4.8,4
64246,5.7,30
242224,4.8,4
28440,7.3,4
279661,0,0
29126,0,0
99647,6.6,105
108636,8.3,4376
114838,0,0
267999,7.9,6023
244786,5.1,5
213635,0,0
210577,5.5,179
48375,7.7,160
92323,0,0
152790,0,0
250766,6,6
88059,5.6,16
49445,3.5,2
250705,6.5,4
159090,4,1
257974,0,0
184866,5.8,9
104528,5.5,2
204007,5.4,13
252200,6,2
121401,7.3,4511
86640,6.5,23
49104,4.6,17
119450,5.4,89
83721,4.8,33
32053,7.3,3
41517,0,0
258750,6,12
108574,7.7,23
335340,5.5,173
26823,6.3,4
250700,0,0
123109,4.3,5
89873,4.2,35
129974,5,6
102668,0,0
169298,6.7,61
128437,3.5,3
39155,0,0
211052,2.9,7
109716,0,0
101281,5,1
29058,5.7,3
80264,5.4,8
198453,5.3,9
84801,5.9,705
32143,7.5,10
43499,5.4,15
184346,6.5,8
168426,7.4,17
224076,5.4,8
121135,7,1
265349,5.7,166
209920,6,20
85788,5,36
253235,6.6,8
259233,4.3,40
227877,5.4,120
254143,4.6,6
44588,4.2,6
253310,1,1
40222,0.5,1
106402,4.1,11
73250,1.3,2
206574,5.7,3
71704,5.2,1733
262267,6.2,16
148243,3.3,3
225886,3.8,2
105789,3,4
64627,5,2
98094,7.5,1089
101308,6.5,5
65096,7.1,42
244267,7,1
30146,7.2,35
79553,6.6,2008
